date,MOP1,MOP2,method,folder_name,full_path,dem_path
20170301,590,612,VMZ2000_Truck,20170301_00590_00612_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170301_00590_00612_NoWaves_DelMar/Beach_And_Backshore/20170301_00590_00612_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170301_00590_00612_NoWaves_DelMar/Beach_And_Backshore/20170301_00590_00612_NoWaves_DelMar_beach_cliff_ground.tif
20170323,590,636,VMZ2000_Truck,20170323_00590_00636_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170323_00590_00636_NoWaves_DelMar/Beach_And_Backshore/20170323_00590_00636_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170323_00590_00636_NoWaves_DelMar/Beach_And_Backshore/20170323_00590_00636_NoWaves_DelMar_beach_cliff_ground.tif
20170329,590,620,VMZ2000_Truck,20170329_00590_00620_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170329_00590_00620_NoWaves_DelMar/Beach_And_Backshore/20170329_00590_00620_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170329_00590_00620_NoWaves_DelMar/Beach_And_Backshore/20170329_00590_00620_NoWaves_DelMar_beach_cliff_ground.tif
20170411,588,621,VMZ2000_Truck,20170411_00588_00621_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170411_00588_00621_NoWaves_DelMar/Beach_And_Backshore/20170411_00588_00621_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170411_00588_00621_NoWaves_DelMar/Beach_And_Backshore/20170411_00588_00621_NoWaves_DelMar_beach_cliff_ground.tif
20170420,590,622,VMZ2000_Truck,20170420_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170420_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20170420_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170420_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20170420_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20170517,590,622,VMZ2000_Truck,20170517_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170517_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20170517_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170517_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20170517_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20170613,590,622,VMZ2000_Truck,20170613_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170613_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20170613_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170613_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20170613_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20170628,590,619,VMZ2000_Truck,20170628_00590_00619_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170628_00590_00619_NoWaves_DelMar/Beach_And_Backshore/20170628_00590_00619_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170628_00590_00619_NoWaves_DelMar/Beach_And_Backshore/20170628_00590_00619_NoWaves_DelMar_beach_cliff_ground.tif
20170713,589,622,VMZ2000_Truck,20170713_00589_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170713_00589_00622_NoWaves_DelMar/Beach_And_Backshore/20170713_00589_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170713_00589_00622_NoWaves_DelMar/Beach_And_Backshore/20170713_00589_00622_NoWaves_DelMar_beach_cliff_ground.tif
20170728,590,622,VMZ2000_Truck,20170728_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170728_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20170728_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170728_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20170728_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20170811,590,622,VMZ2000_Truck,20170811_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170811_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20170811_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170811_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20170811_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20170907,590,622,VMZ2000_Truck,20170907_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170907_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20170907_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170907_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20170907_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20170919,590,622,VMZ2000_Truck,20170919_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170919_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20170919_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20170919_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20170919_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20171002,494,590,VMZ2000_Truck,20171002_00494_00590_NoWaves_Shores_Torrey,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171002_00494_00590_NoWaves_Shores_Torrey/Beach_And_Backshore/20171002_00494_00590_NoWaves_Shores_Torrey_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171002_00494_00590_NoWaves_Shores_Torrey/Beach_And_Backshore/20171002_00494_00590_NoWaves_Shores_Torrey_beach_cliff_ground.tif
20171004,590,708,VMZ2000_Truck,20171004_00590_00708_NoWaves_DelMar_Solana_Cardiff_SanElijo,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171004_00590_00708_NoWaves_DelMar_Solana_Cardiff_SanElijo/Beach_And_Backshore/20171004_00590_00708_NoWaves_DelMar_Solana_Cardiff_SanElijo_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171004_00590_00708_NoWaves_DelMar_Solana_Cardiff_SanElijo/Beach_And_Backshore/20171004_00590_00708_NoWaves_DelMar_Solana_Cardiff_SanElijo_beach_cliff_ground.tif
20171005,708,768,VMZ2000_Truck,20171005_00708_00768_NoWaves_Encinitas,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171005_00708_00768_NoWaves_Encinitas/Beach_And_Backshore/20171005_00708_00768_NoWaves_Encinitas_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171005_00708_00768_NoWaves_Encinitas/Beach_And_Backshore/20171005_00708_00768_NoWaves_Encinitas_beach_cliff_ground.tif
20171016,590,622,VMZ2000_Truck,20171016_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171016_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20171016_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171016_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20171016_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20171031,590,636,VMZ2000_Truck,20171031_00590_00636_NoWaves_DelMar_Torrey,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171031_00590_00636_NoWaves_DelMar_Torrey/Beach_And_Backshore/20171031_00590_00636_NoWaves_DelMar_Torrey_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171031_00590_00636_NoWaves_DelMar_Torrey/Beach_And_Backshore/20171031_00590_00636_NoWaves_DelMar_Torrey_beach_cliff_ground.tif
20171106,590,622,VMZ2000_Truck,20171106_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171106_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20171106_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171106_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20171106_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20171201,590,622,VMZ2000_Truck,20171201_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171201_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20171201_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171201_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20171201_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20171205,590,622,VMZ2000_Truck,20171205_00590_00622_NoWaves,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171205_00590_00622_NoWaves/Beach_And_Backshore/20171205_00590_00622_NoWaves_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171205_00590_00622_NoWaves/Beach_And_Backshore/20171205_00590_00622_NoWaves_beach_cliff_ground.tif
20171212,590,622,VMZ2000_Truck,20171212_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171212_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20171212_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171212_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20171212_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20171219,590,622,VMZ2000_Truck,20171219_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171219_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20171219_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171219_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20171219_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20171221,520,567,VMZ2000_Truck,20171221_00520_00567_NoWaves_Blacks,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171221_00520_00567_NoWaves_Blacks/Beach_And_Backshore/20171221_00520_00567_NoWaves_Blacks_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171221_00520_00567_NoWaves_Blacks/Beach_And_Backshore/20171221_00520_00567_NoWaves_Blacks_beach_cliff_ground.tif
20171221,568,622,VMZ2000_Truck,20171221_00568_00622_NoWaves_Torrey_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171221_00568_00622_NoWaves_Torrey_DelMar/Beach_And_Backshore/20171221_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20171221_00568_00622_NoWaves_Torrey_DelMar/Beach_And_Backshore/20171221_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground.tif
20180105,590,622,VMZ2000_Truck,20180105_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180105_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180105_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180105_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180105_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20180110,590,622,VMZ2000_Truck,20180110_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180110_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180110_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180110_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180110_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20180115,590,622,VMZ2000_Truck,20180115_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180115_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180115_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180115_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180115_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20180116,590,622,VMZ2000_Truck,20180116_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180116_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180116_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180116_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180116_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20180117,589,624,VMZ2000_Truck,20180117_00589_00624_0000_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180117_00589_00624_0000_NoWaves_DelMar/Beach_And_Backshore/20180117_00589_00624_0000_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180117_00589_00624_0000_NoWaves_DelMar/Beach_And_Backshore/20180117_00589_00624_0000_NoWaves_DelMar_beach_cliff_ground.tif
20180118,590,622,VMZ2000_Truck,20180118_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180118_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180118_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180118_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180118_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20180119,590,622,VMZ2000_Truck,20180119_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180119_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180119_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180119_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180119_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20180120,590,622,VMZ2000_Truck,20180120_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180120_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180120_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180120_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180120_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20180125,590,622,VMZ2000_Truck,20180125_00590_00622_NoWaves,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180125_00590_00622_NoWaves/Beach_And_Backshore/20180125_00590_00622_NoWaves_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180125_00590_00622_NoWaves/Beach_And_Backshore/20180125_00590_00622_NoWaves_beach_cliff_ground.tif
20180131,636,666,VMZ2000_Truck,20180131_00636_00666_NoWaves_Solana,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180131_00636_00666_NoWaves_Solana/Beach_And_Backshore/20180131_00636_00666_NoWaves_Solana_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180131_00636_00666_NoWaves_Solana/Beach_And_Backshore/20180131_00636_00666_NoWaves_Solana_beach_cliff_ground.tif
20180131,683,708,VMZ2000_Truck,20180131_00683_00708_NoWaves_SanElijo,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180131_00683_00708_NoWaves_SanElijo/Beach_And_Backshore/20180131_00683_00708_NoWaves_SanElijo_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180131_00683_00708_NoWaves_SanElijo/Beach_And_Backshore/20180131_00683_00708_NoWaves_SanElijo_beach_cliff_ground.tif
20180201,567,636,VMZ2000_Truck,20180201_00567_00636_NoWaves_TorreyDelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180201_00567_00636_NoWaves_TorreyDelMar/Beach_And_Backshore/20180201_00567_00636_NoWaves_TorreyDelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180201_00567_00636_NoWaves_TorreyDelMar/Beach_And_Backshore/20180201_00567_00636_NoWaves_TorreyDelMar_beach_cliff_ground.tif
20180209,590,622,VMZ2000_Truck,20180209_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180209_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180209_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180209_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180209_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20180216,590,622,VMZ2000_Truck,20180216_00590_00622_NoWaves_Delmar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180216_00590_00622_NoWaves_Delmar/Beach_And_Backshore/20180216_00590_00622_NoWaves_Delmar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180216_00590_00622_NoWaves_Delmar/Beach_And_Backshore/20180216_00590_00622_NoWaves_Delmar_beach_cliff_ground.tif
20180223,590,622,VMZ2000_Truck,20180223_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180223_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180223_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180223_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180223_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20180227,590,622,VMZ2000_Truck,20180227_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180227_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180227_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180227_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180227_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20180301,567,636,VMZ2000_Truck,20180301_00567_00636_NoWaves_DelMar_Torrey,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180301_00567_00636_NoWaves_DelMar_Torrey/Beach_And_Backshore/20180301_00567_00636_NoWaves_DelMar_Torrey_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180301_00567_00636_NoWaves_DelMar_Torrey/Beach_And_Backshore/20180301_00567_00636_NoWaves_DelMar_Torrey_beach_cliff_ground.tif
20180301,519,567,VMZ2000_Truck,20180301_00519_00567_NoWaves_Blacks,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180301_00519_00567_NoWaves_Blacks/Beach_And_Backshore/20180301_00519_00567_NoWaves_Blacks_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180301_00519_00567_NoWaves_Blacks/Beach_And_Backshore/20180301_00519_00567_NoWaves_Blacks_beach_cliff_ground.tif
20180302,636,708,VMZ2000_Truck,20180302_00636_00708_NoWaves_CardiffSolana,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180302_00636_00708_NoWaves_CardiffSolana/Beach_And_Backshore/20180302_00636_00708_NoWaves_CardiffSolana_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180302_00636_00708_NoWaves_CardiffSolana/Beach_And_Backshore/20180302_00636_00708_NoWaves_CardiffSolana_beach_cliff_ground.tif
20180309,589,623,VMZ2000_Truck,20180309_00589_00623_NoWaves_DelMar_Merged,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180309_00589_00623_NoWaves_DelMar_Merged/Beach_And_Backshore/20180309_00589_00623_NoWaves_DelMar_Merged_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180309_00589_00623_NoWaves_DelMar_Merged/Beach_And_Backshore/20180309_00589_00623_NoWaves_DelMar_Merged_beach_cliff_ground.tif
20180314,590,622,VMZ2000_Truck,20180314_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180314_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180314_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180314_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180314_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20180319,590,622,VMZ2000_Truck,20180319_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180319_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180319_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180319_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180319_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20180326,519,567,VMZ2000_Truck,20180326_00519_00567_NoWaves_Blacks,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180326_00519_00567_NoWaves_Blacks/Beach_And_Backshore/20180326_00519_00567_NoWaves_Blacks_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180326_00519_00567_NoWaves_Blacks/Beach_And_Backshore/20180326_00519_00567_NoWaves_Blacks_beach_cliff_ground.tif
20180326,567,590,VMZ2000_Truck,20180326_00567_00590_NoWaves_Torrey,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180326_00567_00590_NoWaves_Torrey/Beach_And_Backshore/20180326_00567_00590_NoWaves_Torrey_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180326_00567_00590_NoWaves_Torrey/Beach_And_Backshore/20180326_00567_00590_NoWaves_Torrey_beach_cliff_ground.tif
20180328,636,666,VMZ2000_Truck,20180328_00636_00666_NoWaves_Solana,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180328_00636_00666_NoWaves_Solana/Beach_And_Backshore/20180328_00636_00666_NoWaves_Solana_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180328_00636_00666_NoWaves_Solana/Beach_And_Backshore/20180328_00636_00666_NoWaves_Solana_beach_cliff_ground.tif
20180328,666,708,VMZ2000_Truck,20180328_00666_00708_NoWaves_Cardiff_SanElijo,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180328_00666_00708_NoWaves_Cardiff_SanElijo/Beach_And_Backshore/20180328_00666_00708_NoWaves_Cardiff_SanElijo_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180328_00666_00708_NoWaves_Cardiff_SanElijo/Beach_And_Backshore/20180328_00666_00708_NoWaves_Cardiff_SanElijo_beach_cliff_ground.tif
20180328,590,636,VMZ2000_Truck,20180328_00590_00636_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180328_00590_00636_NoWaves_DelMar/Beach_And_Backshore/20180328_00590_00636_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180328_00590_00636_NoWaves_DelMar/Beach_And_Backshore/20180328_00590_00636_NoWaves_DelMar_beach_cliff_ground.tif
20180329,708,768,VMZ2000_Truck,20180329_00708_00768_NoWaves_Encinitas,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180329_00708_00768_NoWaves_Encinitas/Beach_And_Backshore/20180329_00708_00768_NoWaves_Encinitas_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180329_00708_00768_NoWaves_Encinitas/Beach_And_Backshore/20180329_00708_00768_NoWaves_Encinitas_beach_cliff_ground.tif
20180405,590,622,VMZ2000_Truck,20180405_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180405_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180405_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180405_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180405_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
20180412,590,622,VMZ2000_Truck,20180412_00590_00622_NoWaves_DelMar,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180412_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180412_00590_00622_NoWaves_DelMar_beach_cliff_ground.las,/Volumes/group/LiDAR/VMZ2000_Truck/LiDAR_Processed_Level2/20180412_00590_00622_NoWaves_DelMar/Beach_And_Backshore/20180412_00590_00622_NoWaves_DelMar_beach_cliff_ground.tif
